width,serial_time,parallel_time
1149,0.764132,0.617476
1150,0.779533,0.602619
1151,0.774803,0.618774
1152,0.798207,0.633293
1153,0.774791,0.606958
1154,0.781627,0.663742
1155,0.774846,0.603705
1156,0.766045,0.606236
1157,0.765619,0.626004
1158,0.789219,0.606345
1159,0.781335,0.630001
1160,0.778086,0.643321
1161,0.789811,0.613166
1162,0.833568,0.664939
1163,0.818015,0.618137
1164,0.813795,0.645462
1165,0.841193,0.672873
1166,0.841024,0.671574
1167,0.796245,0.625543
1168,0.777632,0.616245
1169,0.796731,0.627228
1170,0.782741,0.617919
1171,0.815230,0.614846
1172,0.780470,0.616855
1173,0.780816,0.643377
1174,0.929760,0.752622
1175,0.804434,0.599764
1176,0.772307,0.599051
1177,0.763952,0.598557
1178,0.759263,0.661662
1179,0.762275,0.612457
1180,0.760678,0.599795
1181,0.758730,0.600182
1182,0.759928,0.600654
1183,0.760293,0.601103
1184,0.761166,0.601116
1185,0.762682,0.601693
1186,0.764195,0.602495
1187,0.763535,0.603248
1188,0.764928,0.603386
1189,0.764430,0.603896
1190,0.765621,0.604260
1191,0.766112,0.605666
1192,0.767687,0.605975
1193,0.767480,0.606436
1194,0.767621,0.606877
1195,0.768198,0.606963
1196,0.769771,0.607486
1197,0.770695,0.607787
1198,0.771581,0.608378
1199,0.771374,0.608768
1200,0.772124,0.609143
1201,0.773178,0.609736
1202,0.774358,0.610505
1203,0.773874,0.611325
1204,0.774279,0.611883
1205,0.775265,0.612231
1206,0.776300,0.612797
1207,0.775816,0.613349
1208,0.776550,0.613563
1209,0.777616,0.614406
1210,0.779308,0.614585
1211,0.778885,0.614822
1212,0.779754,0.615493
1213,0.780859,0.616016
1214,0.780928,0.616544
1215,0.781339,0.616887
1216,0.782398,0.617805
1217,0.782982,0.618256
1218,0.783152,0.619107
1219,0.787859,0.619726
1220,0.784990,0.620177
1221,0.786107,0.620581
1222,0.785585,0.621078
1223,0.787248,0.621800
1224,0.788409,0.621819
1225,0.788139,0.622482
1226,0.789534,0.622652
1227,0.789150,0.623778
1228,0.789505,0.623801
1229,0.790206,0.624071
1230,0.792336,0.624852
1231,0.791403,0.625153
1232,0.792162,0.625796
1233,0.793028,0.626632
1234,0.792898,0.627374
1235,0.794081,0.627907
1236,0.795659,0.628078
1237,0.794818,0.628592
1238,0.795961,0.628878
1239,0.797139,0.629999
1240,0.797848,0.630441
1241,0.798732,0.633329
1242,0.828996,0.631671
1243,0.816682,0.632184
1244,0.801447,0.654090
1245,0.823891,0.646951
1246,0.810251,0.635114
1247,0.803211,0.635137
1248,0.825188,0.638872
1249,0.805246,0.635631
1250,0.805304,0.636146
1251,0.806689,0.636372
1252,0.807687,0.637194
1253,0.806665,0.637146
1254,0.806774,0.636580
1255,0.807325,0.637396
1256,0.806972,0.637753
1257,0.808760,0.640307
1258,0.851355,0.642301
1259,0.812422,0.670021
1260,0.823646,0.639854
1261,0.825629,0.643020
1262,0.822306,0.642460
1263,0.812424,0.642310
1264,0.812123,0.643001
1265,0.813056,0.642319
1266,0.812326,0.642530
1267,0.813188,0.643134
1268,0.814316,0.643762
1269,0.814888,0.643919
1270,0.815720,0.644243
1271,0.815428,0.645438
1272,0.815705,0.645541
1273,0.816849,0.645407
1274,0.817225,0.645384
1275,0.817744,0.647347
1276,0.844030,0.655486
1277,0.821541,0.662135
1278,0.822892,0.710997
1279,0.825620,0.697221
1280,0.847056,0.650070
1281,0.827216,0.665004
1282,0.835822,0.672316
1283,0.850593,0.652516
